代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
1900000000,施羅德環球非投資等級債券基金A澳避月現固(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,6.18,0.35,1.15,0.09,0.08,"1,655百萬(美元)",2018/10/30,1.23,4.28,4.05,5.23,8.92,19.75,21.2,21.31
19000000000,施羅德環球非投資等級債券基金A南避月現固(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,南非幣,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,6.14,0.52,1.14,0.11,0.28,"1,655百萬(美元)",2018/10/30,1.53,5.15,5.87,7.53,12.88,29.21,36.71,51.57
19F6,施羅德環球永續增長基金A-美元累積,穩健型,美元,全球,國外,股票型,永續,國外-股票型,無,14.2,0.17,0.93,-0.55,-2.31,"4,652百萬(美元)",2010/11/23,3.12,5.64,3.61,7.59,8.96,29.13,37.54,66.38
19F7,施羅德環球非投資等級債券基金A歐元避險累(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,歐元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,6.04,0.29,1.13,0.07,0.04,"1,655百萬(美元)",2004/4/16,1.03,3.7,3.29,4.24,7.47,17.4,17.24,15.86
19F8,施羅德環球非投資等債基金A美元月配現浮動(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,6.08,0.39,1.13,0.09,0.02,"1,655百萬(美元)",2004/11/30,1.27,4.38,4.42,5.6,9.58,21.77,24.81,26.42
19G1,施羅德環球創新股票基金A-美元累積,穩健型,美元,全球,國外,股票型,股票型,國外-股票型,無,19.4,0.25,0.78,-0.59,-1.54,564百萬(美元),2018/12/12,3.11,8.48,6.19,10.31,17.39,46.61,50.93,62.88
19G3,施羅德環球能源基金A1-歐元累積,積極型,歐元,全球,國外,能源,能源,國外-能源,無,21.56,-0.08,0.95,0.38,0.06,323百萬(美元),2007/1/12,-1.46,3.46,-6.58,-3.62,-6.7,-2.1,12.6,165.99
19G5,施羅德環球能源轉型股票A-美元累積,穩健型,美元,全球,國外,新能源,新能源,國外-新能源,無,24.9,0.02,0.82,-0.21,-0.32,673百萬(美元),2019/7/10,1.51,12.23,21.03,19.95,0.52,-18.22,-26.46,1.11
19G7,施羅德環球收息債券基金A美元穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),保守型,美元,全球,國外,債券型,債券型,國外-債券型,月配,,,,0.08,0.08,"5,786百萬(美元)",2024/9/18,1.43,3.7,4.87,6.04,,,,
2002,駿利亨德森美國40基金A2美元累計,穩健型,美元,美國,國外,股票型,股票型,國外-股票型,無,19.85,0.29,1.24,0.27,0.22,1300百萬(美元),1998/12/24,3.52,14.01,7.95,12.66,21.41,53.83,67.9,78.42
2003,駿利亨德森美國創業基金A2美元累計,穩健型,美元,美國,國外,中小型股,中小型股,國外-中小型股,無,18.49,0.11,0.85,-1.08,-0.44,92百萬(美元),1999/12/31,1.46,7.44,-2.06,1.86,6.82,20.22,15.48,26.5
2004,駿利亨德森平衡基金A2美元,穩健型,美元,美國,國外,平衡型,平衡型,國外-平衡型,無,11.33,0.3,0.8,0.1,0.05,9720百萬(美元),1998/12/24,2.37,7.8,6.27,9.68,13.26,30.91,31.29,44.89
2005,駿利亨德森靈活入息基金A3美元入息(本基金某些股份類別之配息來源可能為本金且並無保證收益及配息),穩健型,美元,美國,國外,債券型,債券型,國外-債券型,月配,5.13,0.05,1.08,-0.23,-0.02,521百萬(美元),1998/12/24,1.24,2.99,3.11,4.3,2.03,9.94,2.82,-8.53
2006,駿利亨德森非投資等級債券基金A3美元入息(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,5.91,0.33,1.11,-0.15,-0.01,345百萬(美元),1998/12/24,1.08,3.66,3.92,5.26,8.03,18.09,16.51,15.66
2007,駿利亨德森美國短期債券A1美元入息(本基金之配息來源可能為本金),保守型,美元,美國,國外,短期債券,短期債券,國外-短期債券,月配,1.48,0.69,1.36,-0.09,-0.01,140百萬(美元),1998/12/24,0.7,1.89,2.91,3.68,4.86,12.49,12.26,7.65
2009,駿利亨德森環球生命科技A2美元累計,積極型,美元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,14.72,-0.25,1.06,0.46,0.23,3630百萬(美元),2000/3/31,0.56,8,-5.7,-1.52,-11.7,2.84,8.65,20.43
2011,駿利亨德森靈活入息A2歐元累計(本基金無保證收益),穩健型,歐元,美國,國外,債券型,債券型,國外-債券型,無,5.13,-0.07,1.08,-0.31,-0.06,521百萬(美元),1999/12/31,0.99,2.32,1.99,2.97,-0.05,5.71,-3.71,-16.24
2012,駿利亨德森非投資等級債券基金-A2(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,5.83,0.32,1.09,-0.18,-0.06,345百萬(美元),1998/12/24,0.95,3.66,3.88,5.13,7.9,17.98,16.44,15.65
2039,駿利亨德森環球生命科技A2歐元累計,積極型,歐元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,14.59,-0.29,1.06,0.42,0.17,3630百萬(美元),2000/3/31,0.29,7.27,-6.64,-2.73,-13.4,-1.08,1.33,8.98
2051,駿利亨德森平衡基金A2歐元避險,穩健型,歐元,美國,國外,平衡型,平衡型,國外-平衡型,無,11.28,0.26,0.8,0.07,0.03,9720百萬(美元),1999/12/31,2.12,7.13,5.34,8.43,11.22,26.22,22.86,31.94
2052,駿利亨德森平衡基金A2澳幣避險,穩健型,澳幣,美國,國外,平衡型,平衡型,國外-平衡型,無,11.46,0.27,0.81,0.09,0.02,9720百萬(美元),2013/10/1,2.29,7.61,5.52,8.87,11.97,27.35,25,35.29
2053,駿利亨德森平衡基金A5加幣避險月配現(本基金某些股份類別之配息含本金),穩健型,加幣,美國,國外,平衡型,平衡型,國外-平衡型,月配,11.33,0.26,0.81,0.08,0.01,9720百萬(美元),2013/10/4,2.19,7.29,5.23,8.4,11.3,27.66,26.85,38.5
2054,駿利亨德森平衡基金A5美元月配現(本基金某些股份類別之配息含本金),穩健型,美元,美國,國外,平衡型,平衡型,國外-平衡型,月配,11.36,0.3,0.8,0.14,0.02,9720百萬(美元),2013/10/1,2.4,7.76,6.29,9.71,13.24,30.93,31.24,44.95
2055,駿利亨德森平衡基金A5歐元避險月配現(本基金某些股份類別之配息含本金),穩健型,歐元,美國,國外,平衡型,平衡型,國外-平衡型,月配,11.32,0.26,0.8,0.09,0.01,9720百萬(美元),2013/10/1,2.11,7.07,5.29,8.43,11.18,26.26,22.8,31.99
2056,駿利亨德森平衡基金A5澳幣避險月配現(本基金某些股份類別之配息含本金),穩健型,澳幣,美國,國外,平衡型,平衡型,國外-平衡型,月配,11.43,0.27,0.81,0.16,0.02,9720百萬(美元),2013/10/1,2.3,7.66,5.43,8.78,11.88,27.27,24.78,35.17
2057,駿利亨德森平衡基金A6穩月配美元(本基金某些股份類別之配息含本金),穩健型,美元,美國,國外,平衡型,平衡型,國外-平衡型,月配,11.3,0.3,0.8,0.09,0.01,9720百萬(美元),2023/4/5,2.37,7.82,6.31,9.7,13.24,31.01,,
2104,新加坡大華新加坡增長基金-配權星幣,積極型,新幣,新加坡,國外,股票型,股票型,國外-股票型,半年配,14.52,0.56,0.64,-0.47,-0.02,50百萬(新幣),1990/2/28,3.77,11.29,13.12,15.52,32.35,37.65,46.01,88.98
2105,新加坡大華亞太增長基金,積極型,新幣,亞太,國外,股票型,股票型,國外-股票型,無,14.2,0.21,0.79,-0.06,0,12百萬(新幣),1995/4/7,4.41,8.64,8.07,7.91,11.26,23.19,23.55,26.78
2108,新加坡大華全球科技,積極型,新幣,全球,國外,資訊科技股,資訊科技股,國外-資訊科技股,無,27.45,0.26,1.07,-0.55,-0.02,13百萬(新幣),1997/9/29,4.76,12.09,5.6,8.16,24.56,59.33,52.54,26.56
2111,新加坡大華新加坡增長基金-配權美元,積極型,美元,新加坡,國外,股票型,股票型,國外-股票型,半年配,15.82,0.56,0.75,-0.79,-0.03,50百萬(新幣),1990/2/28,3.59,12.56,17.95,22.75,35.51,45.51,56.08,101.8
2112,新加坡大華亞太增長基金,積極型,美元,亞太,國外,股票型,股票型,國外-股票型,無,16.29,0.23,0.94,-0.38,-0.01,12百萬(新幣),1995/4/7,4.24,9.89,12.68,14.67,13.89,30.2,32.06,35.28
2116,新加坡大華黃金及綜合基金,積極型,美元,全球,國外,貴重金屬,貴重金屬,國外-貴重金屬,無,29.38,0.43,0.85,-0.78,-0.02,133百萬(新幣),1995/7/28,7.84,20.45,30.12,56.43,49.3,77.02,88.14,48.78
2117,新加坡大華全球保健基金,穩健型,美元,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,13.46,-0.41,1.01,0.43,0.02,405百萬(新幣),2000/8/21,-1.01,4.79,-6.95,-4.73,-17.09,-7.34,-6.8,-3.91
2119,新加坡大華全球保健基金-星幣,穩健型,新幣,全球,國外,健康護理股,健康護理股,國外-健康護理股,無,11.49,-0.54,0.81,0.76,0.04,405百萬(新幣),2000/8/21,-0.84,3.61,-10.75,-10.35,-19.02,-12.32,-12.81,-9.99
2124,新加坡大華亞洲成長良機基金-星幣,積極型,新幣,亞洲,國外,中小型股,中小型股,國外-中小型股,無,14.6,0.02,0.77,0.04,0,4百萬(新幣),2004/8/2,2.16,8.71,7.12,3.3,1.18,13.51,13.74,15.47
2125,新加坡大華亞洲成長良機基金-美元,積極型,美元,亞洲,國外,中小型股,中小型股,國外-中小型股,無,16.85,0.06,0.92,-0.27,-0.01,4百萬(新幣),2004/8/2,1.98,9.95,11.69,9.77,3.6,19.99,21.6,23.24
2180,新加坡大華新興市場債券-美元月配現(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.72,0.27,0.79,-0.1,0,65百萬(新幣),2001/8/20,2.29,4.5,4.05,5.3,6.59,16.94,17.16,-4.44
2181,新加坡大華全球保健基金(美元月配息)(本基金之配息來源可能為本金),穩健型,美元,全球,國外,健康護理股,健康護理股,國外-健康護理股,月配,13.51,-0.4,1.01,0.43,0,405百萬(新幣),2015/9/1,-1,4.81,-6.94,-4.71,-17.03,-7.23,-6.67,-3.85
2905,景順環球股票收益基金A-美元穩定月配息股(本基金之配息來源可能為本金),穩健型,美元,全球,國外,股票型,股票型,國外-股票型,月配,14.95,0.38,0.92,0.29,0.04,921百萬(美元),2014/12/10,-0.67,7.84,11.57,18,21.84,43.68,66.24,107.78
2906,景順永續性環球數據趨動基金A穩定月配股美(本基金之配息來源可能為本金),穩健型,美元,全球,國外,股票型,永續,國外-股票型,月配,11.28,0.41,0.68,0.36,0.04,381百萬(美元),2015/11/11,2.8,5.73,7,12.25,17.96,37.52,44.81,67.44
2907,景順永續性歐洲數據趨動基金A穩月配對沖美(本基金之配息來源可能為本金),穩健型,美元,歐洲,國外,股票型,永續,國外-股票型,月配,15.09,0.32,0.8,0.36,0.04,1020百萬(歐元),2015/11/11,2.09,1.91,5.05,14.53,18.44,36.55,44.07,75.57
2910,景順環球非投債基金A股-固定月配現美(本基金之配息來源可能為本金且本基金主要投資於符合美國Rule 144A規定之私募性質債券且非屬環境、社會及治理相關主題之境外基金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,4.93,0.36,0.92,0.2,0.02,144百萬(美元),2004/7/30,1.09,2.9,3.41,4.82,7.47,17.42,19.13,19.95
2911,景順新興市場債券基金A股-固定月配現美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,固定收益,固定收益,國外-固定收益,月配,7.76,0.3,0.97,0.4,0.06,89百萬(美元),2004/7/30,2.62,5.5,5.59,7.29,9.28,20.98,25.12,0.77
2912,景順新興市場債券基金A-穩定月配息美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,固定收益,固定收益,國外-固定收益,月配,7.75,0.29,0.97,0.32,0.02,89百萬(美元),2017/2/23,2.49,5.48,5.58,7.13,9.2,20.92,25.11,0.74
2913,景順新興市場債券基金A-穩定月配息澳幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,新興市場,國外,固定收益,固定收益,國外-固定收益,月配,7.85,0.26,0.99,0.37,0.02,89百萬(美元),2014/8/20,2.58,5.41,5.2,6.63,8.28,18.03,19.57,-5.34
3004,匯豐環球歐洲價值基金,穩健型,歐元,歐洲,國外,股票型,價值型,國外-股票型,年配,17.19,0.28,0.92,0.8,0.41,51百萬(歐元),1993/11/12,3.9,6.52,9.2,18.26,18.02,25.17,39.47,67.6
3006,匯豐環球投資基金-印度股票,積極型,美元,印度,國外,股票型,股票型,國外-股票型,年配,18.81,0.01,1.13,-0.28,-0.88,"1,260百萬(美元)",1996/2/29,-2.49,0.39,8.87,0.37,0.06,27.9,33.35,97.74
3012,匯豐環球投資基金-東協股票,積極型,美元,東協,國外,股票型,股票型,國外-股票型,年配,22,0.25,0.75,-0.49,-0.09,29百萬(美元),2005/2/11,6.15,6.38,10.07,10.68,19.87,24.97,20.29,32.99
3018,匯豐環球投資基金-巴西股票,積極型,美元,巴西,國外,股票型,股票型,國外-股票型,年配,24.05,0.04,1.82,-0.09,-0.01,124百萬(美元),2004/12/22,4.19,1.87,13.2,31.08,1.83,0.89,3.74,2.47
3019,匯豐環球新興市場債券基金-不配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,無,5.59,0.42,0.86,-0.04,-0.02,"1,499百萬(美元)",2011/1/7,2.81,5.65,5.95,8.25,9.63,22.82,23.71,-0.57
3021,匯豐環球印度固定收益基金-美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,印度,國外,債券型,債券型,國外-債券型,無,5.43,-0.03,-0.06,0.07,0.01,539百萬(美元),2012/8/20,-2.07,-2.95,2.22,1.48,0.61,5.66,6.45,4.71
3022,匯豐環球印度固定收益基金-歐元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,歐元,印度,國外,債券型,債券型,國外-債券型,無,7.55,-0.22,0.16,0.56,0.08,539百萬(美元),2012/8/20,-1.88,-6.67,-7.89,-9.88,-4.79,-1.19,-6.48,6.21
3023,匯豐環球亞洲股票(日本除外)基金美年配權(本基金之配息來源可能為本金),積極型,美元,亞洲,國外,股票型,股票型,國外-股票型,年配,21.2,0.24,1.21,0.22,0.17,305百萬(美元),1986/11/21,4.8,11.03,14.88,17.89,18.11,33.35,27.25,13.07
3024,匯豐亞太收益增長股票─美元半年配權(本基金之配息來源可能為本金),積極型,美元,亞太,國外,股票型,股票型,國外-股票型,半年配,19.26,0.3,1.04,0.07,0.02,325百萬(美元),2004/11/5,3.53,12.03,18.5,19.82,21.16,38.5,38.96,38.36
3025,匯豐環球房地產股票─AC美元累積,穩健型,美元,全球,國外,房地產,房地產,國外-房地產,無,15.34,-0.03,1.13,-0.14,-0.01,628百萬(美元),2015/3/30,0.08,2.62,-0.04,5.85,-1.16,9.75,-7.65,8.26
3026,匯豐環球房地產股票─AD美元年配權(本基金之配息來源可能為本金),穩健型,美元,全球,國外,房地產,房地產,國外-房地產,年配,15.33,-0.03,1.13,-0.13,-0.01,628百萬(美元),2015/3/30,0.08,2.62,-0.04,5.85,-1.16,9.76,-7.64,8.26
3027,匯豐環球股票專注波幅─AC美元累積,穩健型,美元,全球,國外,股票型,低波動,國外-股票型,無,10.02,0.42,0.62,0.04,0.01,155百萬(美元),2014/6/27,3.68,8.52,9.07,13.01,16.62,37.39,42.03,65.16
3080,匯豐環球新興市場債券基金-月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,債券型,國外-債券型,月配,5.59,0.42,0.86,-0.04,-0.01,"1,499百萬(美元)",2011/1/5,2.81,5.65,5.95,8.25,9.63,22.82,23.72,-0.57
3081,匯豐環球印度固定收益基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國外,債券型,債券型,國外-債券型,月配,5.43,-0.03,-0.06,0.06,0,539百萬(美元),2017/6/29,-2.07,-2.96,2.21,1.49,0.61,5.65,6.45,4.7
3082,匯豐亞太收益增長股票─美元月配現(本基金之配息來源可能為本金),積極型,美元,亞太,國外,股票型,股票型,國外-股票型,月配,19.26,0.3,1.04,0.06,0.01,325百萬(美元),2011/6/1,3.52,12.02,18.5,19.81,21.16,38.5,38.96,38.36
3083,匯豐環球房地產股票─AM2美元年配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,房地產,房地產,國外-房地產,月配,15.35,-0.03,1.13,-0.13,-0.01,628百萬(美元),2017/7/25,0.08,2.62,-0.05,5.85,-1.17,9.75,-7.64,8.26
3084,匯豐環球股票專注波幅─AM2美元月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,股票型,低波動,國外-股票型,月配,10.02,0.42,0.62,0.04,0.01,155百萬(美元),2014/6/26,3.69,8.52,9.07,13.01,16.62,37.39,42.03,65.17
3085,匯豐環球股票專注波幅─AM3O澳幣避月現(本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,股票型,低波動,國外-股票型,月配,10.13,0.38,0.63,0.03,0.01,155百萬(美元),2014/6/26,3.6,8.29,8.25,12.09,15.2,33.27,34.44,52.33
3086,匯豐環球股票專注波幅─AM3O加幣避月現(本基金之配息來源可能為本金),穩健型,加幣,全球,國外,股票型,低波動,國外-股票型,月配,10.03,0.37,0.62,0.02,0,155百萬(美元),2014/6/26,3.5,7.97,7.96,11.66,14.65,33.87,36.93,56.88
3087,匯豐環球股票專注波幅─AM3O歐幣避月現(本基金之配息來源可能為本金),穩健型,歐元,全球,國外,股票型,低波動,國外-股票型,月配,10.02,0.36,0.62,0.02,0,155百萬(美元),2014/6/26,3.42,7.77,7.71,11.33,14.07,31.78,31.72,48.23
3105,晉達美國股票基金C收益股份,穩健型,美元,美國,國外,股票型,股票型,國外-股票型,無,12,0.25,0.7,-0.06,-0.1,194百萬(美元),2000/6/30,0.66,4.72,6.23,6.71,11.38,19.79,32.87,56.54
3106,晉達歐洲股票基金C收益股份,穩健型,美元,歐洲,國外,股票型,股票型,國外-股票型,年配,16.63,0.38,0.99,0.12,0.15,579百萬(歐元),2000/6/30,1.02,8.01,15.89,27.99,24.38,41.77,60.87,52.83
3108,晉達環球策略股票基金C收益股份,穩健型,美元,全球,國外,股票型,股票型,國外-股票型,年配,13.17,0.4,0.81,-0.04,-0.1,1600百萬(美元),2000/6/30,3.74,11.15,13.61,19.91,20.51,40.96,50.4,66.57
3117,晉達環球黃金基金C收益股份,積極型,美元,全球,國外,貴重金屬,貴重金屬,國外-貴重金屬,無,36.15,0.42,1.05,-0.85,-0.91,549百萬(美元),2004/12/23,8.63,24.71,38.7,68.73,60.33,95.06,107.93,32.3
