代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
1749,聯博全球非投資等債ＡＡ－南非幣避險穩定月(本基金之配息來源可能為本金)(停止申購,穩健型,南非幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.45,0.85,0.89,0.1,0.05,"16,269百萬(美元)",2014/3/13,1.14,2.42,4.71,2.1,11.88,27,21.52,28.66
1750,聯博美國收益基金ＡＡ－美元穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,美國,國外,債券型,國外-債券型,月配,4.85,0.29,0.94,0.32,0.03,"26,805百萬(美元)",2014/1/9,1.18,1.62,0.36,1.61,6.11,12.26,1.7,0.43
1751,聯博美國收益基金ＡＡ－澳幣避險穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,美國,國外,債券型,國外-債券型,月配,4.88,0.23,0.94,0.34,0.03,"26,805百萬(美元)",2014/1/14,1.1,1.56,0.01,1.56,5.14,9.31,-2.74,-6.13
1752,聯博美國收益基金ＡＡ－南非幣避險穩定月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,美國,國外,債券型,國外-債券型,月配,4.9,0.45,0.95,0.36,0.22,"26,805百萬(美元)",2014/3/13,1.44,2.42,1.82,2.06,9.12,18.63,10.49,18.11
1753,聯博新興市場債券基金ＡＡ－美元穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,國外-債券型,月配,5.31,0.57,0.88,0.45,0.04,414百萬(美元),2014/1/9,1.65,2.49,3.63,2.8,12.2,23.84,5.15,0.58
1754,聯博新興市場債券基金ＡＡ－澳幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,新興市場,國外,債券型,國外-債券型,月配,5.35,0.51,0.89,0.48,0.04,414百萬(美元),2014/1/14,1.74,2.5,3.35,2.74,11.14,20.52,0.27,-7.84
1755,聯博新興市場債券基金ＡＡ－南非幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國外,債券型,國外-債券型,月配,5.33,0.72,0.88,0.51,0.29,414百萬(美元),2014/3/13,2.01,3.31,5.12,3.21,15.42,30.8,13.74,16.21
1756,聯博美國收益基金ＡＴ－加幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,加幣,美國,國外,債券型,國外-債券型,月配,4.98,0.23,0.97,0.38,0.04,"26,805百萬(美元)",2011/4/15,1.08,1.31,-0.3,1.37,5.1,10.26,-0.73,-3.31
1757,聯博全球非投資等級債券ＡＡ－澳幣穩定月現(本基金之配息來源可能為本金)(停止申購,穩健型,澳幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.52,0.51,0.9,0,0,"16,269百萬(美元)",2014/1/14,0.86,1.46,2.72,1.55,7.62,17.01,6.92,2.68
1758,聯博美國收益基金ＡＡ美元穩月現利率避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)(停止申購,穩健型,美元,美國,國外,債券型,國外-債券型,月配,1.23,-0.26,-0.08,-0.09,-0.01,"26,805百萬(美元)",2014/4/1,-0.19,-0.09,0.94,0.28,0.09,2.18,-2.88,-14.16
1759,聯博歐洲收益基金ＡＡ－穩定月配現美元避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,歐洲,國外,債券型,國外-債券型,月配,2.31,0.75,0.29,0.28,0.03,"1,360百萬(歐元)",2014/1/14,1.14,1.43,2.88,0.95,7.44,17.81,10.43,12.09
1760,聯博全球非投資等級債ＡＡ英鎊避險穩定月現(本基金之配息來源可能為本金)(停止申購,穩健型,英鎊,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.5,0.58,0.89,0.13,0.01,"16,269百萬(美元)",2014/5/19,0.86,1.66,3.05,1.68,8.44,18.95,8.81,5.6
1761,聯博美國收益ＡＡ英鎊避險穩定月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,英鎊,美國,國外,債券型,國外-債券型,月配,4.95,0.27,0.96,0.34,0.03,"26,805百萬(美元)",2014/5/19,1.11,1.61,0.13,1.58,5.79,10.87,-1.19,-4.44
1762,聯博全球非投資等級債券ＡＴ－紐幣避險月現(本基金之配息來源可能為本金)(停止申購,穩健型,紐幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.45,0.58,0.89,0.1,0.01,"16,269百萬(美元)",2012/9/28,0.81,1.5,2.91,1.55,8.4,19.5,9.96,6.81
1763,聯博全球非投資等級債券ＡＴ－加幣避險月現(本基金之配息來源可能為本金)(停止申購,穩健型,加幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,3.62,0.5,0.93,0.1,0.01,"16,269百萬(美元)",2011/4/15,0.7,1.26,2.45,1.45,7.66,17.87,9.23,6.49
1764,聯博美國收益ＡＴ－紐幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,紐幣,美國,國外,債券型,國外-債券型,月配,4.99,0.26,0.97,0.3,0.03,"26,805百萬(美元)",2012/9/28,1.13,1.46,0.01,1.54,5.72,11.39,-0.13,-2.87
1765,聯博房貸收益基金Ａ２美元(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,美國,國外,債券型,國外-債券型,無,1.22,1.54,0.19,0.18,0.04,"1,241百萬(美元)",2014/2/20,0.82,1.89,3.18,1.24,7.97,20.47,21.13,17.21
1766,聯博房貸收益基金ＡＡ穩定月配現美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,美國,國外,債券型,國外-債券型,月配,1.27,1.46,0.2,0.1,0.01,"1,241百萬(美元)",2014/2/20,0.79,1.86,3.11,1.2,7.89,20.38,21.04,17.1
1767,聯博房貸收益基金ＡＡ穩定月配現澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,美國,國外,債券型,國外-債券型,月配,1.24,1.3,0.19,0.11,0.01,"1,241百萬(美元)",2014/2/20,0.79,1.8,2.86,1.22,7.01,17.79,17.19,10.64
1768,聯博房貸收益基金ＡＡ穩定月配現南非幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,美國,國外,債券型,國外-債券型,月配,1.24,2.19,0.19,0.15,0.1,"1,241百萬(美元)",2014/3/13,1.08,2.72,4.71,1.66,11.13,27.87,33.09,39.01
1769,聯博全球價值型基金ＡＤ－澳幣避險月配現(本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,股票型,國外-股票型,月配,10.62,0.36,0.91,-1.75,-0.26,461百萬(美元),2014/2/27,1.25,1.86,5,5.32,14.89,23.23,9.59,22.07
1770,聯博全球價值型基金ＡＤ－南非幣避險月配現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國外,股票型,國外-股票型,月配,10.54,0.46,0.89,-1.73,-1.79,461百萬(美元),2014/2/27,1.55,2.81,6.89,5.83,19.15,34.05,25.21,55.84
1771,聯博美國成長基金ＡＤ－美元月配現(本基金之配息來源可能為本金),穩健型,美元,美國,國外,股票型,國外-股票型,月配,15.44,0.3,1.38,-2.09,-1.12,"8,003百萬(美元)",2014/3/6,-2.37,1.71,6.66,1.39,17.63,59.77,39.79,90.51
1772,聯博美國成長基金ＡＤ－澳幣避險月配現(本基金之配息來源可能為本金),穩健型,澳幣,美國,國外,股票型,國外-股票型,月配,15.37,0.28,1.37,-2.05,-1,"8,003百萬(美元)",2014/2/27,-2.36,1.62,6.31,1.34,16.11,55.43,31.66,72.23
1773,聯博美國成長基金ＡＤ－南非幣避險月配現(本基金之配息來源可能為本金),穩健型,南非幣,美國,國外,股票型,國外-股票型,月配,15.3,0.35,1.37,-2.04,-7.05,"8,003百萬(美元)",2014/2/27,-2.08,2.29,7.91,1.74,20.22,68.04,49.52,118.15
1774,聯博亞洲股票基金ＡＤ－南非幣避險月配現(本基金之配息來源可能為本金),積極型,南非幣,亞洲,國外,股票型,國外-股票型,月配,15.99,0.24,0.99,1.13,1.05,296百萬(美元),2013/8/20,4.72,3.77,-0.47,5.73,13.94,18.41,-0.53,30.98
1775,聯博新興市場成長基金ＡＤ－美元月配現(本基金之配息來源可能為本金)(停止申購,積極型,美元,新興市場,國外,股票型,國外-股票型,月配,14.71,0.21,0.85,-0.8,-0.13,514百萬(美元),2018/11/26,1.69,3.75,1.23,3.53,11.47,11.54,-5.69,5.29
1776,聯博新興市場多元收益基金ＡＤ－美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,平衡型,國外-平衡型,月配,10.54,0.39,0.71,0.09,0.01,612百萬(美元),2013/3/21,4.4,5.76,5.37,5.65,15.9,32.84,8.65,19.83
1777,聯博國際醫療基金ＡＤ－美元月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,健康護理股,國外-健康護理股,月配,13.71,-0.06,0.96,-0.19,-0.04,"3,422百萬(美元)",2018/10/3,2.67,0.37,-9.51,5.39,-2.42,13.01,13.56,44.01
1778,聯博全球多元收益基金Ａ－美元,穩健型,美元,全球,國外,平衡型,國外-平衡型,無,6.45,0.43,0.61,-0.1,-0.02,"1,586百萬(美元)",2014/12/11,0.83,1.73,3.16,2.24,11.27,24.03,12.06,7.65
1779,聯博全球多元收益基金ＡＤ－美元月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,平衡型,國外-平衡型,月配,6.58,0.42,0.63,-0.11,-0.01,"1,586百萬(美元)",2014/12/11,0.82,1.68,3.14,2.19,11.22,24.13,12.1,7.64
1780,聯博新興市場債券基金ＡＩ美元穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,國外-債券型,月配,5.39,0.56,0.9,0.51,0.26,414百萬(美元),2021/3/4,1.74,2.58,3.64,2.8,12.24,23.83,5.21,
1781,聯博新興市場債基金ＡＩ澳幣避險穩定月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,新興市場,國外,債券型,國外-債券型,月配,5.34,0.51,0.89,0.5,0.25,414百萬(美元),2021/3/4,1.71,2.47,3.26,2.76,11.11,20.63,0.23,
1782,聯博全球多元收益基金ＡＤ幣避險月配現(本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,平衡型,國外-平衡型,月配,6.52,0.38,0.62,-0.12,-0.01,"1,586百萬(美元)",2014/12/11,0.83,1.6,2.66,2.19,10.01,20.3,6.59,-1.29
1783,聯博全球多元收益基金ＡＤ歐元避險月配現(本基金之配息來源可能為本金),穩健型,歐元,全球,國外,平衡型,國外-平衡型,月配,6.46,0.35,0.62,-0.12,-0.01,"1,586百萬(美元)",2015/1/8,0.72,1.22,2.2,1.91,9.24,19.14,4.3,-2.67
1784,聯博全球多元收益基金ＡＤ南非幣避險月配現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國外,平衡型,國外-平衡型,月配,6.38,0.56,0.61,-0.1,-0.06,"1,586百萬(美元)",2015/3/16,1.11,2.42,4.56,2.62,14.19,30.66,21.06,24.23
1785,聯博新興市場多元收益基金Ａ美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,新興市場,國外,平衡型,國外-平衡型,無,10.61,0.39,0.71,0.1,0.02,612百萬(美元),2011/5/23,4.39,5.79,5.34,5.67,15.91,32.93,8.64,19.85
1786,聯博新興市場多元收益基金ＡＤ歐元避險月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,歐元,新興市場,國外,平衡型,國外-平衡型,月配,10.56,0.33,0.71,0.09,0.01,612百萬(美元),2013/3/21,4.18,5.16,4.27,5.31,13.7,27.45,0.43,7.03
1787,聯博美國永續主題基金Ａ歐元累積,穩健型,歐元,美國,國外,股票型,國外-股票型,無,12.96,0.2,1.11,-1.46,-0.65,798百萬(美元),2001/4/24,-4.67,-4.36,1.62,-1.97,9.74,25.94,22.42,63.46
1788,聯博美國永續主題基金Ａ澳幣避險累積,穩健型,澳幣,美國,國外,股票型,國外-股票型,無,14.62,0.09,1.3,-1.81,-1.37,798百萬(美元),2011/10/14,-4.28,-4.71,-5.12,-1.07,4.78,19.8,5.81,40.62
1789,聯博美國永續主題基金Ａ美元累積,穩健型,美元,美國,國外,股票型,國外-股票型,無,14.72,0.11,1.31,-1.84,-0.86,798百萬(美元),2001/4/24,-4.28,-4.52,-4.66,-0.99,6.13,23.74,13.09,57.68
1790,聯博優化短非投資債ＡＡ澳幣避險穩定月配現(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,2.26,0.71,0.6,0,0,"1,545百萬(美元)",2014/1/14,0.6,1.68,3.28,1.23,6.96,15.37,8.83,12.06
1791,聯博優化短期非投資等級債券基金Ａ２美累(本基金主要投資於符合美國Rule 144A規定之私募性質債券),穩健型,美元,全球,國外,非投資等級債券,國外-非投資等級債券,無,2.26,0.81,0.6,0,0,"1,545百萬(美元)",2011/7/29,0.52,1.67,3.52,1.22,7.77,18.05,13.19,19.75
1792,聯博優化短期非投資債ＡＡ美元穩定月配現(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,國外-非投資等級債券,月配,2.33,0.78,0.62,0,0,"1,545百萬(美元)",2014/1/9,0.51,1.63,3.54,1.19,7.76,18.06,13.21,19.82
1793,聯博優化短期非投資債ＡＩ美元穩定月配現(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,國外-非投資等級債券,月配,2.29,0.79,0.61,0,0,"1,545百萬(美元)",2022/4/27,0.54,1.67,3.54,1.23,7.76,18.08,,
1794,聯博優化短非投資債ＡＩ澳幣避險穩定月配現(本基金主要投資於符合美國Rule 144A規定之私募性質債券且本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,非投資等級債券,國外-非投資等級債券,月配,2.26,0.69,0.6,0,0,"1,545百萬(美元)",2022/4/27,0.53,1.57,3.21,1.19,6.78,15.21,,
1795,聯博優化波動股票基金Ａ美元累積,穩健型,美元,全球,國外,股票型,國外-股票型,無,8.51,0.47,0.81,-1.08,-0.53,"6,919百萬(美元)",2012/12/11,1.4,3.26,4.89,3.59,15.85,39.65,34.39,53.11
1796,聯博優化波動股票基金ＡＤ美元月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,股票型,國外-股票型,月配,8.53,0.47,0.81,-1.11,-0.29,"6,919百萬(美元)",2013/10/15,1.41,3.26,4.89,3.59,15.85,39.65,34.38,53.01
1797,聯博全球永續多元資產基金Ａ美元避險累積,穩健型,美元,全球,國外,平衡型,國外-平衡型,無,7.57,0.29,0.71,-0.59,-0.11,120百萬(歐元),2020/10/27,-0.53,0.11,1.14,1.03,8.88,20.19,13.18,
1798,聯博全球永續多元資產ＡＩ美元避穩定月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,平衡型,國外-平衡型,無,7.52,0.29,0.7,-0.57,-0.41,120百萬(歐元),2022/4/27,-0.49,0.13,1.15,1.05,8.92,20.26,,
1902,施羅德環球美國大型股基金Ａ１,穩健型,美元,美國,國外,股票型,國外-股票型,無,8.36,0.73,0.7,0.05,0.15,"5,574百萬(美元)",2002/1/11,3.34,5.22,10.53,5.2,24.3,55.48,42.68,96.88
1903,施羅德環球美國小型公司影響力基金Ａ１,積極型,美元,美國,國外,中小型股,國外-中小型股,無,10.09,0.31,0.56,-0.86,-1.89,365百萬(美元),2001/8/31,-1.17,0.37,6.14,1.61,12.25,20.38,11.67,35
1904,施羅德環球歐元股票基金Ａ１(本基金之配息來源可能為本金),穩健型,歐元,歐洲,國外,股票型,國外-股票型,無,12.02,0.46,0.73,-0.11,-0.05,661百萬(歐元),2001/8/31,6.1,13.25,13.25,10.39,21.38,19.03,15.54,25.49
1907,施羅德環球歐洲小型公司基金Ａ１,穩健型,歐元,歐洲,國外,中小型股,國外-中小型股,無,10.9,0.33,0.5,-0.21,-0.08,61百萬(歐元),2001/8/31,5.72,14.7,14.17,6.84,13.91,5.27,-6.21,-0.61
1908,施羅德環球英國股票基金Ａ１,穩健型,英鎊,英國,國外,股票型,國外-股票型,無,11.48,0.01,0.69,-0.11,0,45百萬(英鎊),2001/10/24,1.14,3.41,-1.47,2.72,0.86,-2.06,0.96,-10.49
1909,施羅德環球義大利股票基金Ａ１,積極型,歐元,義大利,國外,股票型,國外-股票型,無,13.45,0.57,0.61,0.02,0.01,147百萬(歐元),2001/10/24,5.58,13.96,26.24,11.44,30.42,36.84,41.91,62.73
1912,施羅德環球日本小型公司基金Ａ１,穩健型,日圓,日本,國外,中小型股,國外-中小型股,無,7.55,-0.12,0.41,-0.86,-1.42,"13,967百萬(日圓)",2002/1/11,0.19,1.08,2.35,-1.98,-2.16,9.87,13.75,22.14
1913,施羅德環球新興市場基金Ａ１,積極型,美元,新興市場,國外,股票型,國外-股票型,無,12.97,0.25,0.89,0.07,0.01,"5,268百萬(美元)",2002/1/11,4.19,3.33,2.22,5.26,12.38,13.75,-9.79,4.66
1914,施羅德環球美元債券基金Ａ１,保守型,美元,全國,國外,債券型,國外-債券型,無,4.89,0.15,1,0.24,0.05,523百萬(美元),2002/1/11,0.95,0.55,-1.37,0.75,3.63,4.95,-7.43,-7.05
1917,施羅德環球亞洲債券基金Ａ１,穩健型,美元,亞洲,國外,債券型,國外-債券型,無,2.05,0.46,0.38,-0.02,0,152百萬(美元),2002/5/31,0.78,1.06,1.46,0.49,4.55,8.67,6.57,8.85
1918,施羅德環球新興市場債券基金Ａ１,穩健型,美元,新興市場,國外,債券型,國外-債券型,無,6.04,0.06,0.79,-0.08,-0.02,986百萬(美元),2001/8/31,1.91,1.09,0.32,2.32,2.29,9.73,-0.41,-2.33
1919,施羅德環球環球債券基金Ａ１,保守型,美元,全球,國外,債券型,國外-債券型,無,6.2,0,1.23,0.26,0.03,753百萬(美元),2002/5/31,1.26,0.33,-3.25,0.97,1,1.01,-14.64,-16.92
1920,施羅德環球日本股票基金Ａ１,穩健型,日圓,日本,國外,股票型,國外-股票型,無,11.79,0.03,0.67,-0.64,-9.77,"91,802百萬(日圓)",2001/8/31,-1.37,0.6,3.31,-2.38,1.75,22.71,28.67,46.77
1921,施羅德環球香港股票基金Ａ１,穩健型,港幣,香港,國外,股票型,國外-股票型,無,24.86,0.21,0.8,1,3.65,"7,809百萬(港幣)",2002/8/9,5.32,6.02,17.63,5.24,17.47,-12.08,-21.08,-12.42
1923,施羅德環球歐元債券基金Ａ１,保守型,歐元,歐洲,國外,債券型,國外-債券型,無,2.48,0.21,0.29,-0.03,0,676百萬(歐元),2001/10/24,0.5,0.05,0.44,-0.2,3,6.63,-10.98,-16.46
1924,施羅德環球亞洲債券－美元配現Ａ１(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞洲,國外,債券型,國外-債券型,月配,2.05,0.46,0.38,-0.02,0,152百萬(美元),2003/1/3,0.78,1.06,1.46,0.49,4.55,8.67,6.58,8.87
1925,施羅德環球新興市場債券基金－美現Ａ１(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國外,債券型,國外-債券型,月配,6.04,0.06,0.79,-0.08,-0.01,986百萬(美元),2003/1/3,1.91,1.08,0.31,2.32,2.29,9.72,-0.42,-2.34
1929,施羅德環球新興亞洲Ａ１,積極型,美元,亞洲,國外,股票型,國外-股票型,無,13.74,0.32,0.98,0.6,0.29,"4,314百萬(美元)",2004/1/9,5.86,5.15,4.35,6.36,16.68,7.42,-7.19,19.11
